cell_id,state_1,state_2,time,condition,fate_label,batch,donor,replicate
perturbed_cell_001270,0.55287075,0.43653104,0.75,perturbed,major,batch_C,donor_3,replicate_2
perturbed_cell_001271,0.76588565,0.5017123,0.75,perturbed,major,batch_B,donor_2,replicate_3
perturbed_cell_001272,0.55403304,0.4405846,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001273,0.6409587,-0.5228436,0.75,perturbed,rare,batch_A,donor_2,replicate_3
perturbed_cell_001274,0.6586242,-0.43906507,0.75,perturbed,rare,batch_C,donor_2,replicate_3
perturbed_cell_001275,0.4695633,0.40302843,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001276,0.6008711,0.43367505,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001277,0.6080355,0.37333828,0.75,perturbed,major,batch_C,donor_4,replicate_2
perturbed_cell_001278,0.5427393,0.5381538,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001279,0.5623191,0.37971184,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001280,0.54650676,0.46238238,0.75,perturbed,major,batch_A,donor_4,replicate_3
perturbed_cell_001281,0.6085805,0.4551424,0.75,perturbed,major,batch_B,donor_2,replicate_2
perturbed_cell_001282,0.5650298,-0.4191714,0.75,perturbed,rare,batch_B,donor_2,replicate_3
perturbed_cell_001283,0.6419906,0.3539217,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001284,0.7904544,0.54768556,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001285,0.600259,0.48721698,0.75,perturbed,major,batch_B,donor_2,replicate_3
perturbed_cell_001286,0.61417615,-0.36839905,0.75,perturbed,rare,batch_A,donor_4,replicate_2
perturbed_cell_001287,0.5809106,0.41841945,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001288,0.600295,0.34523267,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001289,0.33633846,-0.4680462,0.75,perturbed,rare,batch_C,donor_2,replicate_2
perturbed_cell_001290,0.666344,-0.6191451,0.75,perturbed,rare,batch_A,donor_3,replicate_2
perturbed_cell_001291,0.52256995,0.4054414,0.75,perturbed,major,batch_C,donor_3,replicate_2
perturbed_cell_001292,0.6341524,0.54480815,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001293,0.6324435,0.4506803,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001294,0.62015814,-0.3950324,0.75,perturbed,rare,batch_A,donor_4,replicate_2
perturbed_cell_001295,0.64035547,0.42372027,0.75,perturbed,major,batch_B,donor_2,replicate_3
perturbed_cell_001296,0.46651977,0.6122204,0.75,perturbed,major,batch_A,donor_4,replicate_2
perturbed_cell_001297,0.43200278,0.6003633,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001298,0.60043406,0.51375204,0.75,perturbed,major,batch_A,donor_1,replicate_3
perturbed_cell_001299,0.63850063,-0.43647864,0.75,perturbed,rare,batch_B,donor_1,replicate_2
perturbed_cell_001300,0.643206,0.4069126,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001301,0.6350167,-0.60256624,0.75,perturbed,rare,batch_C,donor_3,replicate_3
perturbed_cell_001302,0.6828667,0.32325977,0.75,perturbed,major,batch_A,donor_4,replicate_3
perturbed_cell_001303,0.5411714,-0.4149812,0.75,perturbed,rare,batch_C,donor_3,replicate_2
perturbed_cell_001304,0.7350213,0.5096976,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001305,0.42880407,-0.44182464,0.75,perturbed,rare,batch_C,donor_3,replicate_3
perturbed_cell_001306,0.55408984,0.4683224,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001307,0.74544823,0.49719608,0.75,perturbed,major,batch_C,donor_2,replicate_2
perturbed_cell_001308,0.57996047,0.33854195,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001309,0.4938516,0.45143008,0.75,perturbed,major,batch_C,donor_2,replicate_3
perturbed_cell_001310,0.6434897,-0.45320877,0.75,perturbed,rare,batch_B,donor_3,replicate_3
perturbed_cell_001311,0.5278076,0.52931184,0.75,perturbed,major,batch_C,donor_2,replicate_3
perturbed_cell_001312,0.51773655,0.44982967,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001313,0.7051822,-0.53699243,0.75,perturbed,rare,batch_B,donor_1,replicate_2
perturbed_cell_001314,0.5809402,0.49509797,0.75,perturbed,major,batch_A,donor_3,replicate_2
perturbed_cell_001315,0.43423617,-0.45308018,0.75,perturbed,rare,batch_B,donor_2,replicate_3
perturbed_cell_001316,0.6142071,0.32034007,0.75,perturbed,major,batch_C,donor_4,replicate_2
perturbed_cell_001317,0.6196434,0.32472414,0.75,perturbed,major,batch_A,donor_3,replicate_2
perturbed_cell_001318,0.7177254,0.47177383,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001319,0.5003966,0.30316767,0.75,perturbed,major,batch_A,donor_2,replicate_2
perturbed_cell_001320,0.74795544,-0.45888057,0.75,perturbed,rare,batch_C,donor_2,replicate_3
perturbed_cell_001321,0.7394116,-0.5969723,0.75,perturbed,rare,batch_B,donor_4,replicate_2
perturbed_cell_001322,0.6241159,-0.422379,0.75,perturbed,rare,batch_A,donor_3,replicate_2
perturbed_cell_001323,0.5758893,0.35985002,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001324,0.6068792,0.43955186,0.75,perturbed,major,batch_C,donor_2,replicate_2
perturbed_cell_001325,0.6999262,0.43022668,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001326,0.59566957,0.4736323,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001327,0.71959615,-0.41311866,0.75,perturbed,rare,batch_B,donor_3,replicate_3
perturbed_cell_001328,0.6558678,0.36180502,0.75,perturbed,major,batch_A,donor_3,replicate_3
perturbed_cell_001329,0.7644724,0.35518304,0.75,perturbed,major,batch_C,donor_4,replicate_2
perturbed_cell_001330,0.6096683,0.35606205,0.75,perturbed,major,batch_A,donor_3,replicate_2
perturbed_cell_001331,0.6834371,0.39626533,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001332,0.477489,0.43361604,0.75,perturbed,major,batch_A,donor_3,replicate_3
perturbed_cell_001333,0.65112436,0.5115619,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001334,0.42560595,0.328215,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001335,0.6030866,0.57784295,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001336,0.6543597,0.35844958,0.75,perturbed,major,batch_A,donor_3,replicate_2
perturbed_cell_001337,0.4615003,0.41168612,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001338,0.52422607,0.54253876,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001339,0.6451132,0.33426243,0.75,perturbed,major,batch_A,donor_1,replicate_2
perturbed_cell_001340,0.5792748,0.4234513,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001341,0.55063415,-0.37168095,0.75,perturbed,rare,batch_A,donor_3,replicate_3
perturbed_cell_001342,0.6245548,0.5478088,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001343,0.57896096,-0.34843332,0.75,perturbed,rare,batch_C,donor_1,replicate_2
perturbed_cell_001344,0.4063595,-0.57030845,0.75,perturbed,rare,batch_A,donor_4,replicate_2
perturbed_cell_001345,0.5337395,0.4095271,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001346,0.568332,0.50173426,0.75,perturbed,major,batch_C,donor_1,replicate_2
perturbed_cell_001347,0.6238184,-0.3928684,0.75,perturbed,rare,batch_B,donor_1,replicate_3
perturbed_cell_001348,0.581614,0.41794333,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001349,0.52392197,0.52214855,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001350,0.6725061,0.52922815,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001351,0.4775,0.48742747,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001352,0.6355776,0.5157406,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001353,0.5774315,0.56155956,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001354,0.6567995,0.47747397,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001355,0.53481686,0.23429118,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001356,0.69721574,0.45885473,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001357,0.6339849,0.50276625,0.75,perturbed,major,batch_C,donor_1,replicate_2
perturbed_cell_001358,0.6017299,0.48555416,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001359,0.5477075,0.57390183,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001360,0.75244176,0.53112525,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001361,0.5429255,0.30182707,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001362,0.694638,0.43434066,0.75,perturbed,major,batch_C,donor_1,replicate_2
perturbed_cell_001363,0.5126635,0.47634298,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001364,0.68079776,-0.42636234,0.75,perturbed,rare,batch_B,donor_3,replicate_2
perturbed_cell_001365,0.6420274,0.619198,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001366,0.6092467,-0.46903324,0.75,perturbed,rare,batch_C,donor_4,replicate_3
perturbed_cell_001367,0.63611925,-0.49959806,0.75,perturbed,rare,batch_B,donor_1,replicate_3
perturbed_cell_001368,0.64220035,-0.29361987,0.75,perturbed,rare,batch_B,donor_4,replicate_3
perturbed_cell_001369,0.61809534,0.4966116,0.75,perturbed,major,batch_C,donor_2,replicate_3
perturbed_cell_001370,0.52840495,0.36094302,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001371,0.663198,0.31875518,0.75,perturbed,major,batch_C,donor_3,replicate_2
perturbed_cell_001372,0.6732074,0.486806,0.75,perturbed,major,batch_A,donor_1,replicate_2
perturbed_cell_001373,0.68636787,0.30292124,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001374,0.6664447,-0.35568556,0.75,perturbed,rare,batch_C,donor_3,replicate_2
perturbed_cell_001375,0.57453465,0.43250006,0.75,perturbed,major,batch_C,donor_1,replicate_3
perturbed_cell_001376,0.54838985,0.5361921,0.75,perturbed,major,batch_C,donor_2,replicate_2
perturbed_cell_001377,0.7986511,0.45810518,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001378,0.6639505,0.44394824,0.75,perturbed,major,batch_A,donor_3,replicate_3
perturbed_cell_001379,0.51396465,0.4594315,0.75,perturbed,major,batch_A,donor_4,replicate_3
perturbed_cell_001380,0.54628456,-0.5058861,0.75,perturbed,rare,batch_C,donor_1,replicate_3
perturbed_cell_001381,0.5295722,0.5028048,0.75,perturbed,major,batch_C,donor_1,replicate_2
perturbed_cell_001382,0.66438806,0.44331044,0.75,perturbed,major,batch_A,donor_4,replicate_2
perturbed_cell_001383,0.81351465,0.39446092,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001384,0.45547286,0.43573192,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001385,0.5754436,0.37019795,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001386,0.74152243,0.4957371,0.75,perturbed,major,batch_B,donor_2,replicate_2
perturbed_cell_001387,0.67293996,-0.5987019,0.75,perturbed,rare,batch_B,donor_2,replicate_3
perturbed_cell_001388,0.7345936,0.338801,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001389,0.6438041,0.3889441,0.75,perturbed,major,batch_A,donor_2,replicate_2
perturbed_cell_001390,0.6378579,0.47547647,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001391,0.70412934,-0.479266,0.75,perturbed,rare,batch_B,donor_4,replicate_2
perturbed_cell_001392,0.5438403,-0.4824146,0.75,perturbed,rare,batch_A,donor_1,replicate_3
perturbed_cell_001393,0.5140496,0.54197454,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001394,0.5957262,0.5165303,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001395,0.6990269,0.36053884,0.75,perturbed,major,batch_C,donor_3,replicate_2
perturbed_cell_001396,0.65725875,0.4099232,0.75,perturbed,major,batch_A,donor_4,replicate_3
perturbed_cell_001397,0.56960803,0.46799883,0.75,perturbed,major,batch_C,donor_3,replicate_2
perturbed_cell_001398,0.514559,0.34033734,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001399,0.5874393,0.45807996,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001400,0.67996955,0.42786354,0.75,perturbed,major,batch_A,donor_4,replicate_3
perturbed_cell_001401,0.51777786,0.46174195,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001402,0.5201177,0.5640784,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001403,0.58808315,0.5056605,0.75,perturbed,major,batch_C,donor_4,replicate_2
perturbed_cell_001404,0.5554466,-0.4454679,0.75,perturbed,rare,batch_B,donor_3,replicate_3
perturbed_cell_001405,0.6245456,0.46343863,0.75,perturbed,major,batch_C,donor_2,replicate_3
perturbed_cell_001406,0.65681064,-0.45426616,0.75,perturbed,rare,batch_B,donor_4,replicate_2
perturbed_cell_001407,0.6036264,0.494531,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001408,0.5058377,-0.38400748,0.75,perturbed,rare,batch_B,donor_2,replicate_3
perturbed_cell_001409,0.55577224,0.49040264,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001410,0.6617699,0.57408553,0.75,perturbed,major,batch_C,donor_4,replicate_2
perturbed_cell_001411,0.62334377,0.539301,0.75,perturbed,major,batch_C,donor_2,replicate_3
perturbed_cell_001412,0.5755299,-0.44442028,0.75,perturbed,rare,batch_B,donor_1,replicate_3
perturbed_cell_001413,0.6238434,-0.35855162,0.75,perturbed,rare,batch_C,donor_4,replicate_2
perturbed_cell_001414,0.68148804,0.57717955,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001415,0.61685073,0.26497415,0.75,perturbed,major,batch_A,donor_2,replicate_3
perturbed_cell_001416,0.43081114,0.38004103,0.75,perturbed,major,batch_A,donor_1,replicate_2
perturbed_cell_001417,0.6112034,0.31812704,0.75,perturbed,major,batch_C,donor_2,replicate_2
perturbed_cell_001418,0.629465,0.5836532,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001419,0.52808446,-0.52395844,0.75,perturbed,rare,batch_C,donor_3,replicate_3
perturbed_cell_001420,0.60064447,0.43533367,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001421,0.6221985,0.56440544,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001422,0.5210237,0.56197596,0.75,perturbed,major,batch_A,donor_3,replicate_3
perturbed_cell_001423,0.7062975,0.46126083,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001424,0.7124218,-0.5823848,0.75,perturbed,rare,batch_B,donor_2,replicate_3
perturbed_cell_001425,0.6295528,0.35461524,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001426,0.5828128,-0.48116067,0.75,perturbed,rare,batch_B,donor_4,replicate_3
perturbed_cell_001427,0.6370482,-0.39142084,0.75,perturbed,rare,batch_C,donor_4,replicate_2
perturbed_cell_001428,0.574103,0.49796596,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001429,0.5978978,0.5090154,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001430,0.60823,0.4649539,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001431,0.79111236,0.42261392,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001432,0.61133295,0.35180745,0.75,perturbed,major,batch_B,donor_2,replicate_2
perturbed_cell_001433,0.5874211,0.31773755,0.75,perturbed,major,batch_A,donor_4,replicate_3
perturbed_cell_001434,0.7877151,0.5610645,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001435,0.46162406,0.5262569,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001436,0.67163104,0.39312932,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001437,0.6663713,0.42120785,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001438,0.531521,0.41326332,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001439,0.7432344,0.494453,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001440,0.7044095,-0.39983922,0.75,perturbed,rare,batch_B,donor_1,replicate_2
perturbed_cell_001441,0.5680386,0.34987018,0.75,perturbed,major,batch_C,donor_3,replicate_2
perturbed_cell_001442,0.54982203,0.44986844,0.75,perturbed,major,batch_B,donor_2,replicate_2
perturbed_cell_001443,0.5648769,0.39441738,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001444,0.5396256,-0.52985895,0.75,perturbed,rare,batch_A,donor_4,replicate_3
perturbed_cell_001445,0.59407425,0.5666298,0.75,perturbed,major,batch_A,donor_1,replicate_3
perturbed_cell_001446,0.6110993,0.47126976,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001447,0.5708329,0.500911,0.75,perturbed,major,batch_A,donor_4,replicate_3
perturbed_cell_001448,0.6507767,-0.482411,0.75,perturbed,rare,batch_C,donor_3,replicate_2
perturbed_cell_001449,0.60547304,0.55504453,0.75,perturbed,major,batch_B,donor_2,replicate_2
perturbed_cell_001450,0.62191224,0.46724376,0.75,perturbed,major,batch_A,donor_2,replicate_3
perturbed_cell_001451,0.63248175,0.51675165,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001452,0.60166055,0.4200102,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001453,0.5905947,0.5487658,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001454,0.62166756,0.31986663,0.75,perturbed,major,batch_B,donor_2,replicate_3
perturbed_cell_001455,0.6671114,0.44070828,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001456,0.5539378,0.5451391,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001457,0.6722309,0.43764278,0.75,perturbed,major,batch_B,donor_2,replicate_2
perturbed_cell_001458,0.48523352,-0.6109942,0.75,perturbed,rare,batch_B,donor_3,replicate_2
perturbed_cell_001459,0.5566917,-0.5111503,0.75,perturbed,rare,batch_B,donor_3,replicate_2
perturbed_cell_001460,0.47786772,0.5728028,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001461,0.5527525,0.53820413,0.75,perturbed,major,batch_A,donor_2,replicate_3
perturbed_cell_001462,0.46222085,0.43681425,0.75,perturbed,major,batch_A,donor_1,replicate_3
perturbed_cell_001463,0.6194821,0.44138423,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001464,0.56881016,0.7060035,0.75,perturbed,major,batch_B,donor_2,replicate_3
perturbed_cell_001465,0.7159961,-0.30774337,0.75,perturbed,rare,batch_C,donor_1,replicate_3
perturbed_cell_001466,0.5471136,-0.39446345,0.75,perturbed,rare,batch_B,donor_3,replicate_2
perturbed_cell_001467,0.55564636,-0.3887555,0.75,perturbed,rare,batch_B,donor_4,replicate_3
perturbed_cell_001468,0.42228347,0.4276256,0.75,perturbed,major,batch_A,donor_2,replicate_3
perturbed_cell_001469,0.54516304,-0.60338706,0.75,perturbed,rare,batch_A,donor_1,replicate_3
perturbed_cell_001470,0.52946424,-0.4092434,0.75,perturbed,rare,batch_C,donor_4,replicate_2
perturbed_cell_001471,0.65847313,0.54656935,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001472,0.5618639,0.44956338,0.75,perturbed,major,batch_A,donor_3,replicate_3
perturbed_cell_001473,0.71612006,0.33484116,0.75,perturbed,major,batch_C,donor_2,replicate_3
perturbed_cell_001474,0.6362866,-0.45654413,0.75,perturbed,rare,batch_A,donor_4,replicate_3
perturbed_cell_001475,0.75588363,0.4592578,0.75,perturbed,major,batch_A,donor_4,replicate_2
perturbed_cell_001476,0.53708875,0.4771545,0.75,perturbed,major,batch_B,donor_2,replicate_2
perturbed_cell_001477,0.531894,0.5185974,0.75,perturbed,major,batch_A,donor_4,replicate_2
perturbed_cell_001478,0.6547168,0.38794482,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001479,0.51549834,0.4953693,0.75,perturbed,major,batch_A,donor_1,replicate_2
perturbed_cell_001480,0.5875321,0.5330015,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001481,0.65420413,0.55117434,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001482,0.63989455,0.48353556,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001483,0.56330377,0.49703223,0.75,perturbed,major,batch_A,donor_2,replicate_2
perturbed_cell_001484,0.6424881,0.3031096,0.75,perturbed,major,batch_C,donor_1,replicate_2
perturbed_cell_001485,0.5717024,0.5482986,0.75,perturbed,major,batch_C,donor_1,replicate_3
perturbed_cell_001486,0.67901343,0.61466146,0.75,perturbed,major,batch_A,donor_1,replicate_3
perturbed_cell_001487,0.4640749,0.49639586,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001488,0.6013654,0.52110684,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001489,0.6024094,0.5008544,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001490,0.56810325,0.47417444,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001491,0.6968356,0.30487084,0.75,perturbed,major,batch_A,donor_2,replicate_2
perturbed_cell_001492,0.5950147,-0.6048988,0.75,perturbed,rare,batch_A,donor_3,replicate_3
perturbed_cell_001493,0.6685219,0.34100336,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001494,0.67332304,0.5576639,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001495,0.54310995,-0.55865675,0.75,perturbed,rare,batch_C,donor_3,replicate_2
perturbed_cell_001496,0.6290118,-0.47642097,0.75,perturbed,rare,batch_A,donor_3,replicate_3
perturbed_cell_001497,0.6772441,0.46386334,0.75,perturbed,major,batch_C,donor_3,replicate_2
perturbed_cell_001498,0.5918738,0.44557226,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001499,0.54607564,0.45206976,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001500,0.46413895,0.45230746,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001501,0.79552394,0.3653722,0.75,perturbed,major,batch_C,donor_1,replicate_3
perturbed_cell_001502,0.53187156,0.39968884,0.75,perturbed,major,batch_B,donor_2,replicate_2
perturbed_cell_001503,0.67103475,-0.34767792,0.75,perturbed,rare,batch_B,donor_1,replicate_2
perturbed_cell_001504,0.6856639,-0.6283528,0.75,perturbed,rare,batch_B,donor_1,replicate_3
perturbed_cell_001505,0.6501397,0.54226387,0.75,perturbed,major,batch_B,donor_2,replicate_2
perturbed_cell_001506,0.5943865,-0.49560928,0.75,perturbed,rare,batch_B,donor_4,replicate_3
perturbed_cell_001507,0.57632947,0.52851415,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001508,0.6383416,0.4716388,0.75,perturbed,major,batch_A,donor_4,replicate_3
perturbed_cell_001509,0.458786,0.5078438,0.75,perturbed,major,batch_C,donor_3,replicate_3
perturbed_cell_001510,0.617621,0.38538373,0.75,perturbed,major,batch_A,donor_3,replicate_2
perturbed_cell_001511,0.59828997,0.49991602,0.75,perturbed,major,batch_C,donor_2,replicate_3
perturbed_cell_001512,0.4134643,-0.43289456,0.75,perturbed,rare,batch_B,donor_1,replicate_3
perturbed_cell_001513,0.62641203,0.5617938,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001514,0.6337907,0.50957304,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001515,0.59028816,0.4600034,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001516,0.5260992,0.38486698,0.75,perturbed,major,batch_C,donor_4,replicate_2
perturbed_cell_001517,0.5885121,0.41176152,0.75,perturbed,major,batch_C,donor_3,replicate_2
perturbed_cell_001518,0.5693276,0.4823379,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001519,0.56551915,0.52789843,0.75,perturbed,major,batch_A,donor_3,replicate_3
perturbed_cell_001520,0.6109081,0.5476572,0.75,perturbed,major,batch_A,donor_2,replicate_3
perturbed_cell_001521,0.41302115,-0.4117915,0.75,perturbed,rare,batch_A,donor_4,replicate_2
perturbed_cell_001522,0.7412943,0.39345324,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001523,0.48579076,0.4926755,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001524,0.55103993,0.51036996,0.75,perturbed,major,batch_C,donor_4,replicate_2
perturbed_cell_001525,0.41838083,0.48133257,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001526,0.58879226,0.5358227,0.75,perturbed,major,batch_B,donor_4,replicate_3
perturbed_cell_001527,0.5483791,0.36896354,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001528,0.62817043,0.4428492,0.75,perturbed,major,batch_B,donor_3,replicate_3
perturbed_cell_001529,0.55717134,-0.45657435,0.75,perturbed,rare,batch_C,donor_4,replicate_3
perturbed_cell_001530,0.6888608,0.58466536,0.75,perturbed,major,batch_C,donor_4,replicate_3
perturbed_cell_001531,0.6749082,0.4362505,0.75,perturbed,major,batch_A,donor_4,replicate_3
perturbed_cell_001532,0.688169,0.54883915,0.75,perturbed,major,batch_A,donor_3,replicate_3
perturbed_cell_001533,0.5234097,-0.5449875,0.75,perturbed,rare,batch_B,donor_2,replicate_2
perturbed_cell_001534,0.6408765,0.39687487,0.75,perturbed,major,batch_A,donor_3,replicate_2
perturbed_cell_001535,0.659398,0.2702725,0.75,perturbed,major,batch_A,donor_3,replicate_3
perturbed_cell_001536,0.4933729,0.4064387,0.75,perturbed,major,batch_A,donor_1,replicate_2
perturbed_cell_001537,0.66656154,-0.47675556,0.75,perturbed,rare,batch_B,donor_4,replicate_2
perturbed_cell_001538,0.66213167,0.5232115,0.75,perturbed,major,batch_B,donor_4,replicate_2
perturbed_cell_001539,0.64587885,-0.5585124,0.75,perturbed,rare,batch_C,donor_4,replicate_3
perturbed_cell_001540,0.64974254,0.4889556,0.75,perturbed,major,batch_B,donor_1,replicate_2
perturbed_cell_001541,0.6827524,0.40859252,0.75,perturbed,major,batch_B,donor_3,replicate_2
perturbed_cell_001542,0.55610996,-0.66775864,0.75,perturbed,rare,batch_A,donor_4,replicate_2
perturbed_cell_001543,0.73736864,0.38728115,0.75,perturbed,major,batch_B,donor_1,replicate_3
perturbed_cell_001544,0.65665436,0.55007714,0.75,perturbed,major,batch_A,donor_2,replicate_3
perturbed_cell_001545,0.5562445,-0.45903334,0.75,perturbed,rare,batch_B,donor_1,replicate_3
perturbed_cell_001546,0.58989507,0.45303226,0.75,perturbed,major,batch_B,donor_1,replicate_3
